,Unnamed: 0,Team,Year,ST,W,PD,PP,FL,BF,BG,PTS,WC,EVENT,ENGINE,GRID POS,RACE
0,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Las Vegas Grand Prix,Mercedes F1 M14 E Performance,3,8.0
1,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Bahrain Grand Prix,Mercedes F1 M14 E Performance,7,5.0
2,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Bahrain Grand Prix,Mercedes F1 M14 E Performance,6,7.0
3,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Saudi Arabian Grand Prix,Mercedes F1 M14 E Performance,3,4.0
4,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Saudi Arabian Grand Prix,Mercedes F1 M14 E Performance,7,5.0
5,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Australian Grand Prix,Mercedes F1 M14 E Performance,3,2.0
6,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Australian Grand Prix,Mercedes F1 M14 E Performance,2,0.0
7,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Azerbaijan Grand Prix,Mercedes F1 M14 E Performance,5,6.0
8,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Azerbaijan Grand Prix,Mercedes F1 M14 E Performance,11,8.0
9,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Miami Grand Prix,Mercedes F1 M14 E Performance,6,4.0
10,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Miami Grand Prix,Mercedes F1 M14 E Performance,13,6.0
11,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Monaco Grand Prix,Mercedes F1 M14 E Performance,5,4.0
12,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Monaco Grand Prix,Mercedes F1 M14 E Performance,8,5.0
13,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Spanish Grand Prix,Mercedes F1 M14 E Performance,4,2.0
14,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Spanish Grand Prix,Mercedes F1 M14 E Performance,12,3.0
15,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Canadian Grand Prix,Mercedes F1 M14 E Performance,3,3.0
16,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Canadian Grand Prix,Mercedes F1 M14 E Performance,4,0.0
17,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Austrian Grand Prix,Mercedes F1 M14 E Performance,11,7.0
18,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Austrian Grand Prix,Mercedes F1 M14 E Performance,5,8.0
19,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,British Grand Prix,Mercedes F1 M14 E Performance,7,3.0
20,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,British Grand Prix,Mercedes F1 M14 E Performance,6,5.0
21,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Hungarian Grand Prix,Mercedes F1 M14 E Performance,1,4.0
22,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Hungarian Grand Prix,Mercedes F1 M14 E Performance,18,6.0
23,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Belgian Grand Prix,Mercedes F1 M14 E Performance,3,4.0
24,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Belgian Grand Prix,Mercedes F1 M14 E Performance,8,6.0
25,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Dutch Grand Prix,Mercedes F1 M14 E Performance,13,6.0
26,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Dutch Grand Prix,Mercedes F1 M14 E Performance,3,17.0
27,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Italian Grand Prix,Mercedes F1 M14 E Performance,4,5.0
28,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Italian Grand Prix,Mercedes F1 M14 E Performance,8,6.0
29,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Singapore Grand Prix,Mercedes F1 M14 E Performance,5,3.0
30,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Singapore Grand Prix,Mercedes F1 M14 E Performance,2,16.0
31,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Japanese Grand Prix,Mercedes F1 M14 E Performance,7,5.0
32,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Japanese Grand Prix,Mercedes F1 M14 E Performance,8,7.0
33,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Qatar Grand Prix,Mercedes F1 M14 E Performance,2,4.0
34,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Qatar Grand Prix,Mercedes F1 M14 E Performance,3,0.0
35,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,US Grand Prix,Mercedes F1 M14 E Performance,5,5.0
36,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,US Grand Prix,Mercedes F1 M14 E Performance,3,0.0
37,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Mexican Grand Prix,Mercedes F1 M14 E Performance,6,2.0
38,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Mexican Grand Prix,Mercedes F1 M14 E Performance,8,6.0
39,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Brazilian Grand Prix,Mercedes F1 M14 E Performance,5,8.0
40,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Brazilian Grand Prix,Mercedes F1 M14 E Performance,8,0.0
41,0,mercedes,2023,20,0,7,1,5,2,1,382.0,2nd,Las Vegas Grand Prix,Mercedes F1 M14 E Performance,10,7.0
42,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Bahrain Grand Prix,Mercedes F1 M13 E Performance,5,3.0
43,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Bahrain Grand Prix,Mercedes F1 M13 E Performance,9,4.0
44,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Saudi Arabian Grand Prix,Mercedes F1 M13 E Performance,6,5.0
45,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Saudi Arabian Grand Prix,Mercedes F1 M13 E Performance,15,10.0
46,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Australian Grand Prix,Mercedes F1 M13 E Performance,6,3.0
47,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Australian Grand Prix,Mercedes F1 M13 E Performance,5,4.0
48,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Emilia Romagna Grand Prix,Mercedes F1 M13 E Performance,11,4.0
49,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Emilia Romagna Grand Prix,Mercedes F1 M13 E Performance,14,13.0
50,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Miami Grand Prix,Mercedes F1 M13 E Performance,12,5.0
51,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Miami Grand Prix,Mercedes F1 M13 E Performance,6,6.0
52,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Spanish Grand Prix,Mercedes F1 M13 E Performance,4,3.0
53,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Spanish Grand Prix,Mercedes F1 M13 E Performance,6,5.0
54,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Monaco Grand Prix,Mercedes F1 M13 E Performance,6,5.0
55,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Monaco Grand Prix,Mercedes F1 M13 E Performance,8,8.0
56,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Azerbaijan Grand Prix,Mercedes F1 M13 E Performance,5,3.0
57,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Azerbaijan Grand Prix,Mercedes F1 M13 E Performance,7,4.0
58,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Canadian Grand Prix,Mercedes F1 M13 E Performance,4,3.0
59,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Canadian Grand Prix,Mercedes F1 M13 E Performance,8,4.0
60,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,British Grand Prix,Mercedes F1 M13 E Performance,5,3.0
61,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,British Grand Prix,Mercedes F1 M13 E Performance,8,0.0
62,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Austrian Grand Prix,Mercedes F1 M13 E Performance,8,3.0
63,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Austrian Grand Prix,Mercedes F1 M13 E Performance,4,4.0
64,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,French Grand Prix,Mercedes F1 M13 E Performance,4,2.0
65,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,French Grand Prix,Mercedes F1 M13 E Performance,6,3.0
66,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Hungarian Grand Prix,Mercedes F1 M13 E Performance,7,2.0
67,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Hungarian Grand Prix,Mercedes F1 M13 E Performance,1,3.0
68,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Belgian Grand Prix,Mercedes F1 M13 E Performance,5,4.0
69,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Belgian Grand Prix,Mercedes F1 M13 E Performance,4,0.0
70,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Dutch Grand Prix,Mercedes F1 M13 E Performance,6,2.0
71,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Dutch Grand Prix,Mercedes F1 M13 E Performance,4,4.0
72,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Italian Grand Prix,Mercedes F1 M13 E Performance,2,3.0
73,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Italian Grand Prix,Mercedes F1 M13 E Performance,19,5.0
74,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Singapore Grand Prix,Mercedes F1 M13 E Performance,3,9.0
75,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Singapore Grand Prix,Mercedes F1 M13 E Performance,20,14.0
76,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Japanese Grand Prix,Mercedes F1 M13 E Performance,6,5.0
77,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Japanese Grand Prix,Mercedes F1 M13 E Performance,8,8.0
78,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,United States Grand Prix,Mercedes F1 M13 E Performance,3,2.0
79,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,United States Grand Prix,Mercedes F1 M13 E Performance,4,5.0
80,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Mexican Grand Prix,Mercedes F1 M13 E Performance,3,2.0
81,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Mexican Grand Prix,Mercedes F1 M13 E Performance,2,4.0
82,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,São Paulo Grand Prix,,1,1.0
83,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,São Paulo Grand Prix,,2,2.0
84,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Abu Dhabi Grand Prix,Mercedes F1 M13 E Performance,6,5.0
85,1,mercedes,2022,22,1,17,2,6,1,1,515.0,3rd,Abu Dhabi Grand Prix,Mercedes F1 M13 E Performance,5,18.0
86,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Russian Grand Prix,Mercedes F1 M12 E Performance,16,5.0
87,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Turkish Grand Prix,Mercedes F1 M12 E Performance,1,1.0
88,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Turkish Grand Prix,Mercedes F1 M12 E Performance,11,5.0
89,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,United States Grand Prix,Mercedes F1 M12 E Performance,2,2.0
90,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,United States Grand Prix,Mercedes F1 M12 E Performance,9,6.0
91,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Mexican Grand Prix,Mercedes F1 M12 E Performance,2,2.0
92,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Mexican Grand Prix,Mercedes F1 M12 E Performance,1,15.0
93,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Sao Paulo Grand Prix,Mercedes F1 M12 E Performance,10,1.0
94,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Sao Paulo Grand Prix,Mercedes F1 M12 E Performance,1,3.0
95,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Qatar Grand Prix,Mercedes F1 M12 E Performance,1,1.0
96,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Qatar Grand Prix,Mercedes F1 M12 E Performance,6,0.0
97,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Saudi Arabian Grand Prix,Mercedes F1 M12 E Performance,1,1.0
98,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Saudi Arabian Grand Prix,Mercedes F1 M12 E Performance,2,3.0
99,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Abu Dhabi Grand Prix,Mercedes F1 M12 E Performance,2,2.0
100,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Abu Dhabi Grand Prix,Mercedes F1 M12 E Performance,6,6.0
101,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Formula 1 Gulf Air Bahrain Grand Prix,Mercedes F1 M12 E Performance,2,1.0
102,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Formula 1 Gulf Air Bahrain Grand Prix,Mercedes F1 M12 E Performance,3,3.0
103,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Pirelli Gran Premio Del Made in Italy E Dell'Emilia Romagna,Mercedes F1 M12 E Performance,1,2.0
104,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Pirelli Gran Premio Del Made in Italy E Dell'Emilia Romagna,Mercedes F1 M12 E Performance,8,0.0
105,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Portuguese Grand Prix,Mercedes F1 M12 E Performance,2,1.0
106,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Portuguese Grand Prix,Mercedes F1 M12 E Performance,1,3.0
107,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Aramco Gran Premio De España,Mercedes F1 M12 E Performance,1,1.0
108,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Aramco Gran Premio De España,Mercedes F1 M12 E Performance,3,3.0
109,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Monaco Grand Prix,Mercedes F1 M12 E Performance,7,7.0
110,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Monaco Grand Prix,Mercedes F1 M12 E Performance,3,0.0
111,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Azerbaijan Grand Prix,Mercedes F1 M12 E Performance,10,12.0
112,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Azerbaijan Grand Prix,Mercedes F1 M12 E Performance,2,15.0
113,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,French Grand Prix,Mercedes F1 M12 E Performance,2,2.0
114,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,French Grand Prix,Mercedes F1 M12 E Performance,3,4.0
115,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Styrian Grand Prix,Mercedes F1 M12 E Performance,2,2.0
116,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Styrian Grand Prix,Mercedes F1 M12 E Performance,5,3.0
117,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Austrian Grand Prix,Mercedes F1 M12 E Performance,5,2.0
118,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Austrian Grand Prix,Mercedes F1 M12 E Performance,4,4.0
119,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,British Grand Prix,Mercedes F1 M12 E Performance,2,1.0
120,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,British Grand Prix,Mercedes F1 M12 E Performance,3,3.0
121,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Hungarian Grand Prix,Mercedes F1 M12 E Performance,1,2.0
122,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Hungarian Grand Prix,Mercedes F1 M12 E Performance,2,0.0
123,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Belgian Grand Prix,Mercedes F1 M12 E Performance,3,3.0
124,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Belgian Grand Prix,Mercedes F1 M12 E Performance,13,12.0
125,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Dutch Grand Prix,Mercedes F1 M12 E Performance,2,2.0
126,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Dutch Grand Prix,Mercedes F1 M12 E Performance,3,3.0
127,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Italian Grand Prix,Mercedes F1 M12 E Performance,19,3.0
128,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Italian Grand Prix,Mercedes F1 M12 E Performance,4,0.0
129,2,mercedes,2021,22,9,28,9,10,1,1,613.5,1st,Russian Grand Prix,Mercedes F1 M12 E Performance,4,1.0
130,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Austrian Grand Prix,Mercedes M11 EQ Performance,1,1.0
131,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Austrian Grand Prix,Mercedes M11 EQ Performance,5,4.0
132,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Styrian Grand Prix,Mercedes M11 EQ Performance,1,1.0
133,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Styrian Grand Prix,Mercedes M11 EQ Performance,4,2.0
134,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Hungarian Grand Prix,Mercedes M11 EQ Performance,1,1.0
135,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Hungarian Grand Prix,Mercedes M11 EQ Performance,2,3.0
136,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,British Grand Prix,Mercedes M11 EQ Performance,1,1.0
137,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,British Grand Prix,Mercedes M11 EQ Performance,2,11.0
138,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,70th Anniversary Grand Prix,Mercedes M11 EQ Performance,2,2.0
139,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,70th Anniversary Grand Prix,Mercedes M11 EQ Performance,1,3.0
140,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Spanish Grand Prix,Mercedes M11 EQ Performance,1,1.0
141,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Spanish Grand Prix,Mercedes M11 EQ Performance,2,3.0
142,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Belgian Grand Prix,Mercedes M11 EQ Performance,1,1.0
143,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Belgian Grand Prix,Mercedes M11 EQ Performance,2,2.0
144,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Italian Grand Prix,Mercedes M11 EQ Performance,2,5.0
145,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Italian Grand Prix,Mercedes M11 EQ Performance,1,7.0
146,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Tuscany Grand Prix,Mercedes M11 EQ Performance,1,1.0
147,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Tuscany Grand Prix,Mercedes M11 EQ Performance,2,2.0
148,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Russian Grand Prix,Mercedes M11 EQ Performance,3,1.0
149,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Russian Grand Prix,Mercedes M11 EQ Performance,1,3.0
150,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Eifel Grand Prix,Mercedes M11 EQ Performance,2,1.0
151,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Eifel Grand Prix,Mercedes M11 EQ Performance,1,0.0
152,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Portuguese Grand Prix,Mercedes M11 EQ Performance,1,1.0
153,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Portuguese Grand Prix,Mercedes M11 EQ Performance,2,2.0
154,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Emilia Romagna Grand Prix,Mercedes M11 EQ Performance,2,1.0
155,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Emilia Romagna Grand Prix,Mercedes M11 EQ Performance,1,2.0
156,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Turkish Grand Prix,Mercedes M11 EQ Performance,6,1.0
157,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Turkish Grand Prix,Mercedes M11 EQ Performance,9,14.0
158,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Bahrain Grand Prix,Mercedes M11 EQ Performance,1,1.0
159,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Bahrain Grand Prix,Mercedes M11 EQ Performance,2,8.0
160,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Sakhir Grand Prix,Mercedes M11 EQ Performance,1,8.0
161,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Sakhir Grand Prix,Mercedes M11 EQ Performance,2,9.0
162,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Abu Dhabi Grand Prix,Mercedes M11 EQ Performance,2,2.0
163,3,mercedes,2020,17,13,25,15,9,1,1,573.0,1st,Abu Dhabi Grand Prix,Mercedes M11 EQ Performance,3,3.0
164,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Chinese Grand Prix,Mercedes F1 M10 EQ Power+,1,2.0
165,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Azerbaijan Grand Prix,Mercedes F1 M10 EQ Power+,1,1.0
166,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Azerbaijan Grand Prix,Mercedes F1 M10 EQ Power+,2,2.0
167,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Spanish Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
168,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Spanish Grand Prix,Mercedes F1 M10 EQ Power+,1,2.0
169,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Monaco Grand Prix,Mercedes F1 M10 EQ Power+,1,1.0
170,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Monaco Grand Prix,Mercedes F1 M10 EQ Power+,2,3.0
171,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Canadian Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
172,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Canadian Grand Prix,Mercedes F1 M10 EQ Power+,6,4.0
173,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,French Grand Prix,Mercedes F1 M10 EQ Power+,1,1.0
174,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,French Grand Prix,Mercedes F1 M10 EQ Power+,2,2.0
175,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Austrian Grand Prix,Mercedes F1 M10 EQ Power+,3,3.0
176,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Austrian Grand Prix,Mercedes F1 M10 EQ Power+,4,5.0
177,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,British Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
178,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,British Grand Prix,Mercedes F1 M10 EQ Power+,1,2.0
179,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,German Grand Prix,Mercedes F1 M10 EQ Power+,1,9.0
180,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,German Grand Prix,Mercedes F1 M10 EQ Power+,3,0.0
181,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Hungarian Grand Prix,Mercedes F1 M10 EQ Power+,3,1.0
182,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Hungarian Grand Prix,Mercedes F1 M10 EQ Power+,2,8.0
183,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Belgian Grand Prix,Mercedes F1 M10 EQ Power+,3,2.0
184,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Belgian Grand Prix,Mercedes F1 M10 EQ Power+,4,3.0
185,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Italian Grand Prix,Mercedes F1 M10 EQ Power+,3,2.0
186,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Italian Grand Prix,Mercedes F1 M10 EQ Power+,2,3.0
187,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Singapore Grand Prix,Mercedes F1 M10 EQ Power+,2,4.0
188,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Singapore Grand Prix,Mercedes F1 M10 EQ Power+,5,5.0
189,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Russian Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
190,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Russian Grand Prix,Mercedes F1 M10 EQ Power+,4,2.0
191,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Japanese Grand Prix,Mercedes F1 M10 EQ Power+,3,1.0
192,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Japanese Grand Prix,Mercedes F1 M10 EQ Power+,4,3.0
193,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Mexican Grand Prix,Mercedes F1 M10 EQ Power+,3,1.0
194,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Mexican Grand Prix,Mercedes F1 M10 EQ Power+,6,3.0
195,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,United States Grand Prix,Mercedes F1 M10 EQ Power+,1,1.0
196,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,United States Grand Prix,Mercedes F1 M10 EQ Power+,5,2.0
197,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Brazilian Grand Prix,Mercedes F1 M10 EQ Power+,3,7.0
198,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Brazilian Grand Prix,Mercedes F1 M10 EQ Power+,4,0.0
199,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Abu Dhabi Grand Prix,Mercedes F1 M10 EQ Power+,1,1.0
200,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Abu Dhabi Grand Prix,Mercedes F1 M10 EQ Power+,20,4.0
201,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Australian Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
202,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Australian Grand Prix,Mercedes F1 M10 EQ Power+,1,2.0
203,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Bahrain Grand Prix,Mercedes F1 M10 EQ Power+,3,1.0
204,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Bahrain Grand Prix,Mercedes F1 M10 EQ Power+,4,2.0
205,4,mercedes,2019,21,15,32,10,9,1,1,739.0,1st,Chinese Grand Prix,Mercedes F1 M10 EQ Power+,2,1.0
206,5,mercedes,2018,21,11,25,13,10,1,1,655.0,1st,Australian Grand Prix,Mercedes F1 M09 EQ Power+,1,2.0
