,Unnamed: 0,Team,Year,ST,W,PD,PP,FL,BF,BG,PTS,WC,EVENT,ENGINES,GRID POS,RACE
534,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Abu Dhabi Grand Prix,Red Bull,5,4.0
535,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Austrian Grand Prix,Red Bull,4,13.0
536,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Austrian Grand Prix,Red Bull,2,0.0
537,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Styrian Grand Prix,Red Bull,2,3.0
538,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Styrian Grand Prix,Red Bull,6,4.0
539,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Hungarian Grand Prix,Red Bull,7,2.0
540,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Hungarian Grand Prix,Red Bull,13,5.0
541,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,British Grand Prix,Red Bull,3,2.0
542,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,British Grand Prix,Red Bull,12,8.0
543,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,70th Anniversary Grand Prix,Red Bull,4,1.0
544,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,70th Anniversary Grand Prix,Red Bull,9,5.0
545,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Spanish Grand Prix,Red Bull,3,2.0
546,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Spanish Grand Prix,Red Bull,6,8.0
547,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Belgian Grand Prix,Red Bull,3,3.0
548,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Belgian Grand Prix,Red Bull,5,6.0
549,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Italian Grand Prix,Red Bull,9,15.0
550,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Italian Grand Prix,Red Bull,5,0.0
551,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Tuscany Grand Prix,Red Bull,4,3.0
552,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Tuscany Grand Prix,Red Bull,3,0.0
553,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Russian Grand Prix,Red Bull,2,2.0
554,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Russian Grand Prix,Red Bull,15,10.0
555,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Eifel Grand Prix,Red Bull,3,2.0
556,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Eifel Grand Prix,Red Bull,5,0.0
557,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Portuguese Grand Prix,Red Bull,3,3.0
558,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Portuguese Grand Prix,Red Bull,6,12.0
559,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Emilia Romagna Grand Prix,Red Bull,6,15.0
560,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Emilia Romagna Grand Prix,Red Bull,3,0.0
561,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Turkish Grand Prix,Red Bull,2,6.0
562,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Turkish Grand Prix,Red Bull,4,7.0
563,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Bahrain Grand Prix,Red Bull,3,2.0
564,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Bahrain Grand Prix,Red Bull,4,3.0
565,13,red-bull-racing,2020,17,2,13,1,3,1,1,319.0,2nd,Sakhir Grand Prix,Red Bull,12,6.0
566,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Australian Grand Prix,Red Bull,4,3.0
567,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Australian Grand Prix,Red Bull,17,11.0
568,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Bahrain Grand Prix,Red Bull,5,4.0
569,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Bahrain Grand Prix,Red Bull,13,8.0
570,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Chinese Grand Prix,Red Bull,5,4.0
571,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Chinese Grand Prix,Red Bull,6,6.0
572,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Azerbaijan Grand Prix,Red Bull,4,4.0
573,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Azerbaijan Grand Prix,Red Bull,20,0.0
574,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Spanish Grand Prix,Red Bull,4,3.0
575,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Spanish Grand Prix,Red Bull,6,6.0
576,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Monaco Grand Prix,Red Bull,3,4.0
577,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Monaco Grand Prix,Red Bull,8,5.0
578,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Canadian Grand Prix,Red Bull,9,5.0
579,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Canadian Grand Prix,Red Bull,5,8.0
580,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,French Grand Prix,Red Bull,4,4.0
581,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,French Grand Prix,Red Bull,9,10.0
582,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Austrian Grand Prix,Red Bull,2,1.0
583,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Austrian Grand Prix,Red Bull,8,7.0
584,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,British Grand Prix,Red Bull,5,4.0
585,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,British Grand Prix,Red Bull,4,5.0
586,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,German Grand Prix,Red Bull,2,1.0
587,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,German Grand Prix,Red Bull,4,14.0
588,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Hungarian Grand Prix,Red Bull,1,2.0
589,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Hungarian Grand Prix,Red Bull,6,6.0
590,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Belgian Grand Prix,Red Bull,17,5.0
591,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Belgian Grand Prix,Red Bull,5,0.0
592,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Italian Grand Prix,Red Bull,8,6.0
593,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Italian Grand Prix,Red Bull,19,8.0
594,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Singapore Grand Prix,Red Bull,4,3.0
595,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Singapore Grand Prix,Red Bull,6,6.0
596,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Russian Grand Prix,Red Bull,9,4.0
597,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Russian Grand Prix,Red Bull,20,5.0
598,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Japanese Grand Prix,Red Bull,6,4.0
599,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Japanese Grand Prix,Red Bull,5,0.0
600,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Mexican Grand Prix,Red Bull,5,5.0
601,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Mexican Grand Prix,Red Bull,4,6.0
602,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,United States Grand Prix,Red Bull,3,3.0
603,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,United States Grand Prix,Red Bull,6,5.0
604,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Brazilian Grand Prix,Red Bull,1,1.0
605,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Brazilian Grand Prix,Red Bull,5,14.0
606,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Abu Dhabi Grand Prix,Red Bull,2,2.0
607,14,red-bull-racing,2019,21,3,9,2,5,1,1,417.0,3rd,Abu Dhabi Grand Prix,Red Bull,5,6.0
608,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,French Grand Prix,Renault,5,4.0
609,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Austrian Grand Prix,Renault,4,1.0
610,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Austrian Grand Prix,Renault,7,0.0
611,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,British  Grand Prix,Renault,6,5.0
612,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,British  Grand Prix,Renault,5,15.0
613,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,German Grand Prix,Renault,4,4.0
614,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,German Grand Prix,Renault,19,0.0
615,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Hungarian Grand Prix,Renault,12,4.0
616,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Hungarian Grand Prix,Renault,7,0.0
617,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Belgian Grand Prix,Renault,7,3.0
618,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Belgian Grand Prix,Renault,8,0.0
619,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Italian Grand Prix,Renault,5,5.0
620,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Italian Grand Prix,Renault,19,0.0
621,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Singapore Grand Prix,Renault,2,2.0
622,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Singapore Grand Prix,Renault,6,6.0
623,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Russian Grand Prix,Renault,19,5.0
624,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Russian Grand Prix,Renault,18,6.0
625,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Japanese Grand Prix,Renault,3,3.0
626,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Japanese Grand Prix,Renault,15,4.0
627,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,United States Grand Prix,Renault,18,2.0
628,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,United States Grand Prix,Renault,4,0.0
629,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Mexican Grand Prix,Renault,2,1.0
630,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Mexican Grand Prix,Renault,1,0.0
631,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Brazilian Grand Prix,Renault,5,2.0
632,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Brazilian Grand Prix,Renault,11,4.0
633,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Abu Dhabi Grand Prix,Renault,6,3.0
634,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Abu Dhabi Grand Prix,Renault,5,4.0
635,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Australian Grand Prix,Renault,8,4.0
636,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Australian Grand Prix,Renault,4,6.0
637,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Bahrain Grand Prix,Renault,4,0.0
638,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Bahrain Grand Prix,Renault,15,0.0
639,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Chinese Grand Prix,Renault,6,1.0
640,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Chinese Grand Prix,Renault,5,5.0
641,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Azerbaijan Grand Prix,Renault,4,0.0
642,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Azerbaijan Grand Prix,Renault,5,0.0
643,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Spanish Grand Prix,Renault,5,3.0
644,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Spanish Grand Prix,Renault,6,5.0
645,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Monaco Grand Prix,Renault,1,1.0
646,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Monaco Grand Prix,Renault,20,9.0
647,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Canadian Grand Prix,Renault,3,3.0
648,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,Canadian Grand Prix,Renault,6,4.0
649,15,red-bull-racing,2018,21,4,13,2,6,1,1,419.0,3rd,French Grand Prix,Renault,4,2.0
650,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Australian Grand Prix,Renault,5,5.0
651,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Australian Grand Prix,Renault,15,0.0
652,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Chinese Grand Prix,Renault,16,3.0
653,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Chinese Grand Prix,Renault,5,4.0
654,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Bahrain Grand Prix,Renault,4,5.0
655,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Bahrain Grand Prix,Renault,6,0.0
656,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Russian Grand Prix,Renault,7,5.0
657,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Russian Grand Prix,Renault,5,0.0
658,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Spanish Grand Prix,Renault,6,3.0
659,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Spanish Grand Prix,Renault,5,0.0
660,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Monaco Grand Prix,Renault,5,3.0
661,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Monaco Grand Prix,Renault,4,5.0
662,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Canadian Grand Prix,Renault,6,3.0
663,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Canadian Grand Prix,Renault,5,0.0
664,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Azerbaijan Grand Prix,Renault,10,1.0
665,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Azerbaijan Grand Prix,Renault,5,0.0
666,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Austrian Grand Prix,Renault,4,3.0
667,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Austrian Grand Prix,Renault,5,0.0
668,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,British Grand Prix,Renault,4,4.0
669,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,British Grand Prix,Renault,19,5.0
670,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Hungarian Grand Prix,Renault,5,5.0
671,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Hungarian Grand Prix,Renault,6,0.0
672,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Belgian Grand Prix,Renault,6,3.0
673,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Belgian Grand Prix,Renault,5,0.0
674,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Italian Grand Prix,Renault,16,4.0
675,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Italian Grand Prix,Renault,13,10.0
676,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Singapore Grand Prix,Renault,3,2.0
677,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Singapore Grand Prix,Renault,2,0.0
678,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Malaysian Grand Prix,Renault,3,1.0
679,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Malaysian Grand Prix,Renault,4,3.0
680,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Japanese Grand Prix,Renault,4,2.0
681,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Japanese Grand Prix,Renault,3,3.0
682,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,United States Grand Prix,Renault,16,4.0
683,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,United States Grand Prix,Renault,4,0.0
684,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Mexican Grand Prix,Renault,2,1.0
685,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Mexican Grand Prix,Renault,16,0.0
686,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Brazilian Grand Prix,Renault,4,5.0
687,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Brazilian Grand Prix,Renault,14,6.0
688,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Abu Dhabi Grand Prix,Renault,6,5.0
689,16,red-bull-racing,2017,20,3,13,0,2,1,2,368.0,3rd,Abu Dhabi Grand Prix,Renault,4,0.0
690,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Australian Grand Prix,Renault,8,4.0
691,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Bahrain Grand Prix,Renault,5,4.0
692,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Bahrain Grand Prix,Renault,15,7.0
693,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Chinese Grand Prix,Renault,6,3.0
694,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Chinese Grand Prix,Renault,2,4.0
695,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Russian Grand Prix,Renault,5,11.0
696,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Russian Grand Prix,Renault,8,15.0
697,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Spanish Grand Prix,Renault,4,1.0
698,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Spanish Grand Prix,Renault,3,4.0
699,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Monaco Grand Prix,Renault,1,2.0
700,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Monaco Grand Prix,Renault,21,0.0
701,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Canadian Grand Prix,Renault,5,4.0
702,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Canadian Grand Prix,Renault,4,7.0
703,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,European Grand Prix,Renault,2,7.0
704,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,European Grand Prix,Renault,9,8.0
705,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Austrian Grand Prix,Renault,8,2.0
706,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Austrian Grand Prix,Renault,5,5.0
707,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,British Grand Prix,Renault,3,2.0
708,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,British Grand Prix,Renault,4,4.0
709,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Hungarian Grand Prix,Renault,3,3.0
710,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Hungarian Grand Prix,Renault,4,5.0
711,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,German Grand Prix,Renault,3,2.0
712,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,German Grand Prix,Renault,4,3.0
713,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Belgian Grand Prix,Renault,5,2.0
714,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Belgian Grand Prix,Renault,2,11.0
715,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Italian Grand Prix,Renault,6,5.0
716,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Italian Grand Prix,Renault,7,7.0
717,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Singapore Grand Prix,Renault,2,2.0
718,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Singapore Grand Prix,Renault,4,6.0
719,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Malaysian Grand Prix,Renault,4,1.0
720,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Malaysian Grand Prix,Renault,3,2.0
721,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Japanese Grand Prix,Renault,3,2.0
722,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Japanese Grand Prix,Renault,4,6.0
723,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,United States Grand Prix,Renault,3,3.0
724,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,United States Grand Prix,Renault,4,0.0
725,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Mexican Grand Prix,Renault,4,3.0
726,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Mexican Grand Prix,Renault,3,4.0
727,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Brazilian Grand Prix,Renault,4,3.0
728,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Brazilian Grand Prix,Renault,6,8.0
729,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Abu Dhabi Grand Prix,Renault,6,4.0
730,17,red-bull-racing,2016,21,2,16,1,5,1,1,468.0,2nd,Abu Dhabi Grand Prix,Renault,3,5.0
731,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Brazilian Grand Prix,Renault,6,7.0
732,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Brazilian Grand Prix,Renault,19,11.0
733,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Abu Dhabi Grand Prix,Renault,5,6.0
734,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Abu Dhabi Grand Prix,Renault,9,10.0
735,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Australian Grand Prix,Renault,6,6.0
736,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Malaysian Grand Prix,Renault,5,9.0
737,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Malaysian Grand Prix,Renault,4,10.0
738,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Chinese Grand Prix,Renault,7,9.0
739,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Chinese Grand Prix,Renault,12,0.0
740,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Bahrain Grand Prix,Renault,7,6.0
741,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Bahrain Grand Prix,Renault,17,9.0
742,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Spanish Grand Prix,Renault,10,7.0
743,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Spanish Grand Prix,Renault,8,10.0
744,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Monaco Grand Prix,Renault,5,4.0
745,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Monaco Grand Prix,Renault,4,5.0
746,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Canadian Grand Prix,Renault,8,9.0
747,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Canadian Grand Prix,Renault,9,13.0
748,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Austrian Grand Prix,Renault,18,10.0
749,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Austrian Grand Prix,Renault,15,12.0
750,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,British Grand Prix,Renault,7,6.0
751,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,British Grand Prix,Renault,10,0.0
752,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Hungarian Grand Prix,Renault,7,2.0
753,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Hungarian Grand Prix,Renault,4,3.0
754,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Belgian Grand Prix,Renault,12,4.0
755,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Belgian Grand Prix,Renault,5,0.0
756,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Italian Grand Prix,Renault,19,8.0
757,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Italian Grand Prix,Renault,18,10.0
758,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Singapore Grand Prix,Renault,2,2.0
759,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Singapore Grand Prix,Renault,4,6.0
760,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Japanese Grand Prix,Renault,20,13.0
761,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Japanese Grand Prix,Renault,7,15.0
762,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Russian Grand Prix,Renault,11,5.0
763,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Russian Grand Prix,Renault,10,15.0
764,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,United States Grand Prix,Renault,3,10.0
765,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,United States Grand Prix,Renault,4,0.0
766,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Mexican Grand Prix,Renault,4,4.0
767,18,red-bull-racing,2015,19,0,3,0,3,2,2,187.0,4th,Mexican Grand Prix,Renault,5,5.0
768,19,red-bull-racing,2014,19,3,12,0,3,1,2,405.0,2nd,Australian Grand Prix,Renault,2,0.0
769,19,red-bull-racing,2014,19,3,12,0,3,1,2,405.0,2nd,Australian Grand Prix,Renault,12,0.0
770,19,red-bull-racing,2014,19,3,12,0,3,1,2,405.0,2nd,Malaysian Grand Prix,Renault,2,3.0
771,19,red-bull-racing,2014,19,3,12,0,3,1,2,405.0,2nd,Malaysian Grand Prix,Renault,5,0.0
